Number,State_Name,Constituency_No,Year,Turnout,Electors,Constituency_Name,Margin
4632,Maharashtra,42,1989,678858,1070901,PUNE,8181
4633,Maharashtra,43,1989,658277,1217719,BARAMATI,171092
4634,Maharashtra,44,1989,450908,911901,SATARA,316991
4635,Maharashtra,45,1989,565885,948262,KARAD,193165
4636,Maharashtra,46,1989,523434,892515,SANGLI,208276
4637,Maharashtra,47,1989,646030,938150,ICHALKARANJI,73090
4638,Maharashtra,48,1989,518260,893490,KOLHAPUR,41128
4639,Manipur,1,1989,390271,602611,INNER MANIPUR,7551
4640,Manipur,2,1989,470854,616903,OUTER MANIPUR,125065
4641,Meghalaya,1,1989,292818,585754,SHILLONG,13285
4642,Meghalaya,2,1989,184306,352106,TURA,60878
4643,Mizoram,1,1989,226146,391700,MIZORAM,38822
4644,Nagaland,1,1989,602195,813011,NAGALAND,123947
4645,Odisha,1,1989,313799,815806,MAYURBHANJ,22588
4646,Odisha,2,1989,644324,966388,BALASORE,117804
4647,Odisha,3,1989,657676,958640,BHADRAK,106527
4648,Odisha,4,1989,619428,932961,JAJPUR,79332
4649,Odisha,5,1989,618138,910798,KENDRAPARA,96791
4650,Odisha,6,1989,642154,963296,CUTTACK,204685
4651,Odisha,7,1989,686028,972534,JAGATSINGHPUR,148136
4652,Odisha,8,1989,614250,941735,PURI,139572
4653,Odisha,9,1989,567435,985749,BHUBANESWAR,145346
4654,Odisha,10,1989,522713,985245,ASKA,130295
4655,Odisha,11,1989,470315,932374,BERHAMPUR,14746
4656,Odisha,12,1989,354799,892137,KORAPUT,45453
4657,Odisha,13,1989,360416,875147,NOWRANGPUR,3452
4658,Odisha,14,1989,455124,840712,KALAHANDI,51952
4659,Odisha,15,1989,535172,944347,PHULBANI,64541
4660,Odisha,16,1989,509310,845121,BOLANGIR,168870
4661,Odisha,17,1989,590643,991525,SAMBALPUR,101583
4662,Odisha,18,1989,548115,949696,DEOGARH,121417
4663,Odisha,19,1989,570804,890023,DHENKANAL,123005
4664,Odisha,20,1989,451326,940968,SUNDARGARH,91752
4665,Odisha,21,1989,458803,905556,KEONJHAR,126532
4666,Puducherry,1,1989,377588,574557,PONDICHERRY,33312
4667,Punjab,1,1989,544817,948524,GURDASPUR,77215
4668,Punjab,2,1989,579222,994500,AMRITSAR,123213
4669,Punjab,3,1989,591883,942162,TARN TARAN,480417
4670,Punjab,4,1989,544737,937892,JULLUNDUR,80358
4671,Punjab,5,1989,593391,1010117,PHILLAUR,8124
4672,Punjab,6,1989,547821,946368,HOSHIARPUR,68109
4673,Punjab,7,1989,702261,1043186,ROPAR,230576
4674,Punjab,8,1989,631418,1017093,PATIALA,81260
4675,Punjab,9,1989,668207,1135916,LUDHIANA,133729
4676,Punjab,10,1989,660238,943992,SANGRUR,104543
4677,Punjab,11,1989,596045,989706,BHATINDA,207380
4678,Punjab,12,1989,628226,1000795,FARIDKOT,157383
4679,Punjab,13,1989,654561,1037784,FEROZEPUR,32850
4680,Rajasthan,1,1989,567764,1086118,GANGANAGAR,63533
4681,Rajasthan,2,1989,690135,1392338,BIKANER,67771
4682,Rajasthan,3,1989,595945,1046463,CHURU,124670
4683,Rajasthan,4,1989,718051,1125512,JHUNJHUNU,161981
4684,Rajasthan,5,1989,724974,1132841,SIKAR,46756
4685,Rajasthan,6,1989,708058,1231644,JAIPUR,84487
4686,Rajasthan,7,1989,571733,1030283,DAUSA,116850
4687,Rajasthan,8,1989,454471,951686,ALWAR,88515
4688,Rajasthan,9,1989,588171,902689,BHARATPUR,70452
4689,Rajasthan,10,1989,401645,942994,BAYANA,63128
4690,Rajasthan,11,1989,576175,1039727,SAWAI MADHOPUR,198133
4691,Rajasthan,12,1989,544243,931802,AJMER,108039
4692,Rajasthan,13,1989,505515,989194,TONK,107929
4693,Rajasthan,14,1989,534441,942409,KOTA,128640
4694,Rajasthan,15,1989,499900,890749,JHALAWAR,146541
4695,Rajasthan,16,1989,489515,937898,BANSWARA,109325
4696,Rajasthan,17,1989,447560,911457,SALUMBER,878
4697,Rajasthan,18,1989,584614,1029393,UDAIPUR,130502
4698,Rajasthan,19,1989,628832,1027352,CHITTORGARH,191738
4699,Rajasthan,20,1989,518520,973497,BHILWARA,132097
4700,Rajasthan,21,1989,532524,956388,PALI,167328
4701,Rajasthan,22,1989,580238,1076975,JALORE,53405
4702,Rajasthan,23,1989,600039,1107371,BARMER,157455
4703,Rajasthan,24,1989,588839,1087557,JODHPUR,66246
4704,Rajasthan,25,1989,641791,1070178,NAGAUR,190270
4705,Sikkim,1,1989,133699,192619,SIKKIM,62786
4706,Tamil_Nadu,1,1989,811761,1345150,MADRAS NORTH,113771
4707,Tamil_Nadu,2,1989,618029,1026829,MADRAS CENTRAL,66406
4708,Tamil_Nadu,3,1989,827014,1397773,MADRAS SOUTH,125844
4709,Tamil_Nadu,4,1989,706354,1037657,SRIPERUMBUDUR,154551
4710,Tamil_Nadu,5,1989,689597,957415,CHENGALPATTU,122867
4711,Tamil_Nadu,6,1989,700515,975104,ARAKKONAM,62393
4712,Tamil_Nadu,7,1989,658061,1011139,VELLORE,160850
4713,Tamil_Nadu,8,1989,675288,992148,TIRUPPATTUR,134833
4714,Tamil_Nadu,9,1989,663929,978457,VANDAVASI,100172
4715,Tamil_Nadu,10,1989,647785,958799,TINDIVANAM,100715
4716,Tamil_Nadu,11,1989,655682,959014,CUDDALORE,116835
4717,Tamil_Nadu,12,1989,662552,938462,CHIDAMBARAM,28283
4718,Tamil_Nadu,13,1989,679098,1008221,DHARMAPURI,113020
4719,Tamil_Nadu,14,1989,593642,958580,KRISHNAGIRI,201494
4720,Tamil_Nadu,15,1989,629248,1009869,RASIPURAM,251975
4721,Tamil_Nadu,16,1989,658885,1032058,SALEM,241770
4722,Tamil_Nadu,17,1989,807287,1269558,TIRUCHENGODE,272271
4723,Tamil_Nadu,18,1989,740620,1105096,NILGIRIS,173771
4724,Tamil_Nadu,19,1989,620202,912953,GOBICHETTIPALAYAM,225957
4725,Tamil_Nadu,20,1989,752918,1173906,COIMBATORE,140068
4726,Tamil_Nadu,21,1989,637210,966256,POLLACHI,231309
4727,Tamil_Nadu,22,1989,625332,1033981,PALANI,80913
4728,Tamil_Nadu,23,1989,646863,1032870,DINDIGUL,235368
4729,Tamil_Nadu,24,1989,711843,1137434,MADURAI,213778
4730,Tamil_Nadu,25,1989,656412,1015762,PERIYAKULAM,221404
4731,Tamil_Nadu,26,1989,738596,1050778,KARUR,238751
4732,Tamil_Nadu,27,1989,702847,1053144,TIRUCHIRAPPALLI,169966
4733,Tamil_Nadu,28,1989,669413,941568,PERAMBALUR,136176
4734,Tamil_Nadu,29,1989,672495,910538,MAYILADUTURAI,101945
4735,Tamil_Nadu,30,1989,693243,931916,NAGAPATTINAM,21523
4736,Tamil_Nadu,31,1989,659912,920496,THANJAVUR,97147
4737,Tamil_Nadu,32,1989,778294,1054282,PUDUKKOTTAI,271136
4738,Tamil_Nadu,33,1989,653349,1002667,SIVAGANGA,219552
4739,Tamil_Nadu,34,1989,626280,1035028,RAMANATHAPURAM,179544
4740,Tamil_Nadu,35,1989,773648,1083748,SIVAKASI,137068
4741,Tamil_Nadu,36,1989,606767,970473,TIRUNELVELI,191135
4742,Tamil_Nadu,37,1989,628887,933214,TENKASI,172707
4743,Tamil_Nadu,38,1989,569438,951922,TIRUCHENDUR,212071
4744,Tamil_Nadu,39,1989,550434,952947,NAGERCOIL,78797
4745,Tripura,1,1989,674119,802640,TRIPURA WEST,166155
4746,Tripura,2,1989,592628,733910,TRIPURA EAST,8401
4747,Uttar_Pradesh,1,1989,419255,871646,TEHRI GARHWAL,12384
4748,Uttar_Pradesh,2,1989,398043,849189,GARHWAL,1007
4749,Uttar_Pradesh,3,1989,352620,850800,ALMORA,10801
4750,Uttar_Pradesh,4,1989,475484,958516,NAINITAL,20448
4751,Uttar_Pradesh,5,1989,482618,926223,BIJNOR,8879
4752,Uttar_Pradesh,6,1989,541351,924732,AMROHA,148082
4753,Uttar_Pradesh,7,1989,485302,949266,MORADABAD,81917
4754,Uttar_Pradesh,8,1989,492084,972113,RAMPUR,10792
4755,Uttar_Pradesh,9,1989,440675,858154,SAMBHAL,42497
4756,Uttar_Pradesh,10,1989,480247,875527,BUDAUN,92086
4757,Uttar_Pradesh,11,1989,415638,814530,AONLA,78489
4758,Uttar_Pradesh,12,1989,417929,851467,BAREILLY,43165
4759,Uttar_Pradesh,13,1989,469224,910250,PILIBHIT,131220
4760,Uttar_Pradesh,14,1989,471618,931529,SHAHJAHANPUR,9438
4761,Uttar_Pradesh,15,1989,415297,944231,KHERI,54386
4762,Uttar_Pradesh,16,1989,401571,886183,SHAHABAD,7275
4763,Uttar_Pradesh,17,1989,448777,880520,SITAPUR,9158
4764,Uttar_Pradesh,18,1989,441208,882435,MISRIKH,86391
4765,Uttar_Pradesh,19,1989,463625,893767,HARDOI,24465
4766,Uttar_Pradesh,20,1989,324073,1131139,LUCKNOW,15296
4767,Uttar_Pradesh,21,1989,385891,888330,MOHANLALGANJ,18176
4768,Uttar_Pradesh,22,1989,452230,933295,UNNAO,29365
4769,Uttar_Pradesh,23,1989,461679,958439,RAE BARELI,83779
4770,Uttar_Pradesh,24,1989,419577,937315,PRATAPGARH,4206
4771,Uttar_Pradesh,25,1989,402500,910177,AMETHI,202138
4772,Uttar_Pradesh,26,1989,432656,940963,SULTANPUR,38596
4773,Uttar_Pradesh,27,1989,513499,956387,AKBARPUR,85834
4774,Uttar_Pradesh,28,1989,460226,920193,FAIZABAD,5855
4775,Uttar_Pradesh,29,1989,438180,868388,BARA BANKI,64117
4776,Uttar_Pradesh,30,1989,393809,866061,KAISERGANJ,3827
4777,Uttar_Pradesh,31,1989,350903,915618,BAHRAICH,21639
4778,Uttar_Pradesh,32,1989,502051,942209,BALRAMPUR,29306
4779,Uttar_Pradesh,33,1989,457358,941053,GONDA,164150
4780,Uttar_Pradesh,34,1989,449629,949910,BASTI,33219
4781,Uttar_Pradesh,35,1989,534485,956276,DOMARIAGANJ,65140
4782,Uttar_Pradesh,36,1989,489673,975835,KHALILABAD,60299
4783,Uttar_Pradesh,37,1989,472745,950199,BANSGAON,10329
4784,Uttar_Pradesh,38,1989,453341,872461,GORAKHPUR,45837
4785,Uttar_Pradesh,39,1989,486263,895669,MAHARAJGANJ,14990
4786,Uttar_Pradesh,40,1989,446769,932266,PADRAUNA,48281
4787,Uttar_Pradesh,41,1989,515182,989706,DEORIA,94583
4788,Uttar_Pradesh,42,1989,485573,990007,SALEMPUR,135026
4789,Uttar_Pradesh,43,1989,479704,988096,BALLIA,90981
4790,Uttar_Pradesh,44,1989,486148,997052,GHOSI,67290
4791,Uttar_Pradesh,45,1989,445101,962986,AZAMGARH,9081
4792,Uttar_Pradesh,46,1989,487487,1030631,LALGANJ,4082
4793,Uttar_Pradesh,47,1989,427141,966628,MACHHLISHAHR,67184
4794,Uttar_Pradesh,48,1989,455259,985506,JAUNPUR,19290
4795,Uttar_Pradesh,49,1989,411138,1029062,SAIDPUR,101749
4796,Uttar_Pradesh,50,1989,518895,1014670,GHAZIPUR,108142
4797,Uttar_Pradesh,51,1989,494171,1035265,CHANDAULI,144400
4798,Uttar_Pradesh,52,1989,430403,1041360,VARANASI,171603
4799,Uttar_Pradesh,53,1989,460483,1038263,ROBERTSGANJ,84987
4800,Uttar_Pradesh,54,1989,456287,1031084,MIRZAPUR,82893
4801,Uttar_Pradesh,55,1989,497607,951231,PHULPUR,32501
4802,Uttar_Pradesh,56,1989,415896,961318,ALLAHABAD,38940
4803,Uttar_Pradesh,57,1989,362736,932234,CHAIL,12053
4804,Uttar_Pradesh,58,1989,437254,918378,FATEHPUR,121556
4805,Uttar_Pradesh,59,1989,383565,868718,BANDA,27247
4806,Uttar_Pradesh,60,1989,406099,836789,HAMIRPUR,68600
4807,Uttar_Pradesh,61,1989,571794,1045429,JHANSI,103198
4808,Uttar_Pradesh,62,1989,494563,929045,JALAUN,24516
4809,Uttar_Pradesh,63,1989,467385,908277,GHATAMPUR,155982
4810,Uttar_Pradesh,64,1989,495953,968528,BILHAUR,146232
4811,Uttar_Pradesh,65,1989,424808,1047192,KANPUR,56587
4812,Uttar_Pradesh,66,1989,489829,943657,ETAWAH,43015
4813,Uttar_Pradesh,67,1989,526755,942420,KANNAUJ,53833
4814,Uttar_Pradesh,68,1989,511314,954177,FARRUKHABAD,7484
4815,Uttar_Pradesh,69,1989,447712,850967,MAINPURI,84291
4816,Uttar_Pradesh,70,1989,400582,870530,JALESAR,97896
4817,Uttar_Pradesh,71,1989,437251,839232,ETAH,7473
4818,Uttar_Pradesh,72,1989,432544,918575,FIROZABAD,172826
4819,Uttar_Pradesh,73,1989,367601,887625,AGRA,76469
4820,Uttar_Pradesh,74,1989,463678,935440,MATHURA,37713
4821,Uttar_Pradesh,75,1989,443703,896362,HATHRAS,95852
4822,Uttar_Pradesh,76,1989,453459,928632,ALIGARH,78408
4823,Uttar_Pradesh,77,1989,428730,961812,KHURJA,47543
4824,Uttar_Pradesh,78,1989,478797,926063,BULANDSHAHR,76579
4825,Uttar_Pradesh,79,1989,521008,1077433,HAPUR,33254
4826,Uttar_Pradesh,80,1989,535105,970079,MEERUT,122041
4827,Uttar_Pradesh,81,1989,568877,922288,BAGHPAT,244647
4828,Uttar_Pradesh,82,1989,557457,920249,MUZAFFARNAGAR,158987
4829,Uttar_Pradesh,83,1989,520112,880593,KAIRANA,121829
4830,Uttar_Pradesh,84,1989,585343,957146,SAHARANPUR,119768
4831,Uttar_Pradesh,85,1989,491250,891098,HARDWAR,2463
4832,West_Bengal,1,1989,822127,965700,COOCH BEHAR,53470
4833,West_Bengal,2,1989,699321,906362,ALIPURDUARS,85643
4834,West_Bengal,3,1989,728848,935447,JALPAIGURI,112128
4835,West_Bengal,4,1989,770130,1061634,DARJEELING,145105
4836,West_Bengal,5,1989,749488,994246,RAIGANJ,2899
4837,West_Bengal,6,1989,785273,948682,BALURGHAT,33526
4838,West_Bengal,7,1989,724632,900406,MALDA,29897
4839,West_Bengal,8,1989,719528,932369,JANGIPUR,39181
4840,West_Bengal,9,1989,809186,986433,MURSHIDABAD,56544
4841,West_Bengal,10,1989,779179,1045559,BERHAMPORE,62796
4842,West_Bengal,11,1989,745810,921468,KRISHNAGAR,16153
4843,West_Bengal,12,1989,904527,1074607,NABADWIP,52663
4844,West_Bengal,13,1989,887926,1049554,BARASAT,55369
4845,West_Bengal,14,1989,760337,892829,BASIRHAT,20343
4846,West_Bengal,15,1989,744385,932168,JOYNAGAR,63807
4847,West_Bengal,16,1989,729684,875184,MATHURAPUR,22632
4848,West_Bengal,17,1989,733297,940260,DIAMOND HARBOUR,43045
4849,West_Bengal,18,1989,879040,1132041,JADAVPUR,30900
4850,West_Bengal,19,1989,720809,919052,BARRACKPORE,37091
4851,West_Bengal,20,1989,1008423,1297758,DUM DUM,117004
4852,West_Bengal,21,1989,431007,694467,CALCUTTA NORTH WEST,54732
4853,West_Bengal,22,1989,591656,830794,CALCUTTA NORTH EAST,27629
4854,West_Bengal,23,1989,726343,1013580,CALCUTTA SOUTH,25156
4855,West_Bengal,24,1989,816667,1127539,HOWRAH,1432
4856,West_Bengal,25,1989,751369,948820,ULUBERIA,52096
4857,West_Bengal,26,1989,805291,1066526,SERAMPORE,66458
4858,West_Bengal,27,1989,791146,961954,HOOGHLY,69547
4859,West_Bengal,28,1989,800873,945549,ARAMBAGH,64498
4860,West_Bengal,29,1989,727759,862664,PANSKURA,126302
4861,West_Bengal,30,1989,784020,930444,TAMLUK,24656
4862,West_Bengal,31,1989,704642,858997,CONTAI,27080
4863,West_Bengal,32,1989,749416,944374,MIDNAPORE,132320
4864,West_Bengal,33,1989,698389,877223,JHARGRAM,230898
4865,West_Bengal,34,1989,677051,892696,PURULIA,138895
4866,West_Bengal,35,1989,681668,915339,BANKURA,124398
4867,West_Bengal,36,1989,733170,907049,VISHNUPUR,187589
4868,West_Bengal,37,1989,713577,1020338,DURGAPUR,262624
4869,West_Bengal,38,1989,754774,1104458,ASANSOL,42237
4870,West_Bengal,39,1989,840690,1024881,BURDWAN,195530
4871,West_Bengal,40,1989,799537,969983,KATWA,109109
4872,West_Bengal,41,1989,697633,897907,BOLPUR,163593
4873,West_Bengal,42,1989,679799,907420,BIRBHUM,61949
4874,Andaman_&_Nicobar_Islands,1,1984,88968,115565,ANDAMAN & NICOBAR ISLANDS,19136
4875,Andhra_Pradesh,1,1984,491364,692761,SRIKAKULAM,124468
4876,Andhra_Pradesh,2,1984,427938,669060,PARVATHIPURAM,48680
4877,Andhra_Pradesh,3,1984,508750,702204,BOBBILI,137583
4878,Andhra_Pradesh,4,1984,547284,878786,VISAKHAPATNAM,140431
4879,Andhra_Pradesh,5,1984,388873,735992,BHADRACHALAM,24640
4880,Andhra_Pradesh,6,1984,489910,744527,ANAKAPALLI,174816
4881,Andhra_Pradesh,7,1984,569750,804480,KAKINADA,129714
4882,Andhra_Pradesh,8,1984,614265,815302,RAJAHMUNDRY,153878
4883,Andhra_Pradesh,9,1984,518409,694686,AMALAPURAM,119731
4884,Andhra_Pradesh,10,1984,556257,777048,NARASAPUR,196374
4885,Andhra_Pradesh,11,1984,593356,790920,ELURU,111652
4886,Andhra_Pradesh,12,1984,546813,741415,MACHILIPATNAM,9093
4887,Andhra_Pradesh,13,1984,623913,864150,VIJAYAWADA,28444
4888,Andhra_Pradesh,14,1984,510954,731629,TENALI,10438
4889,Andhra_Pradesh,15,1984,592866,896875,GUNTUR,11894
4890,Andhra_Pradesh,16,1984,557115,817197,BAPATLA,34420
4891,Andhra_Pradesh,17,1984,591714,884798,NARASARAOPET,14238
4892,Andhra_Pradesh,18,1984,565289,875403,ONGOLE,18143
4893,Andhra_Pradesh,19,1984,547786,858523,NELLORE,53551
4894,Andhra_Pradesh,20,1984,602153,863056,TIRUPATHI,34781
4895,Andhra_Pradesh,21,1984,609686,815085,CHITTOOR,61211
4896,Andhra_Pradesh,22,1984,493737,776829,RAJAMPET,117147
4897,Andhra_Pradesh,23,1984,638866,890757,CUDDAPAH,54308
4898,Andhra_Pradesh,24,1984,553108,790363,HINDUPUR,155337
4899,Andhra_Pradesh,25,1984,511203,798271,ANANTAPUR,108649
4900,Andhra_Pradesh,26,1984,508259,757612,KURNOOL,7290
4901,Andhra_Pradesh,27,1984,551221,797893,NANDYAL,50263
4902,Andhra_Pradesh,28,1984,522089,808999,NAGARKURNOOL,89137
4903,Andhra_Pradesh,29,1984,528152,845699,MAHABUBNAGAR,80103
4904,Andhra_Pradesh,30,1984,582774,777353,HYDERABAD,3481
4905,Andhra_Pradesh,31,1984,502471,856674,SECUNDERABAD,8474
4906,Andhra_Pradesh,32,1984,543299,832420,SIDDIPET,14201
4907,Andhra_Pradesh,33,1984,546654,829933,MEDAK,1816
4908,Andhra_Pradesh,34,1984,516393,758881,NIZAMABAD,2447
4909,Andhra_Pradesh,35,1984,428360,700294,ADILABAD,54558
4910,Andhra_Pradesh,36,1984,473876,852583,PEDDAPALLI,46958
4911,Andhra_Pradesh,37,1984,482312,836463,KARIMNAGAR,78607
4912,Andhra_Pradesh,38,1984,503390,764721,HANAMKONDA,54198
4913,Andhra_Pradesh,39,1984,532750,742756,WARANGAL,8456
4914,Andhra_Pradesh,40,1984,583968,792890,KHAMMAM,91499
4915,Andhra_Pradesh,41,1984,548803,834650,NALGONDA,114410
4916,Andhra_Pradesh,42,1984,602916,846549,MIRYALGUDA,41755
4917,Arunachal_Pradesh,1,1984,131016,183170,ARUNACHAL WEST,461
4918,Arunachal_Pradesh,2,1984,95530,135879,ARUNACHAL EAST,19215
4919,Bihar,1,1984,304522,708093,BAGAHA,165534
4920,Bihar,2,1984,401008,748524,BETTIAH,135268
4921,Bihar,3,1984,427975,789198,MOTIHARI,144295
4922,Bihar,4,1984,485309,785919,GOPALGANJ,177092
4923,Bihar,5,1984,415031,781000,SIWAN,137992
4924,Bihar,6,1984,404895,818305,MAHARAJGANJ,133904
4925,Bihar,7,1984,455256,780710,CHAPRA,26006
4926,Bihar,8,1984,587033,834167,HAJIPUR,51216
4927,Bihar,9,1984,563617,808346,VAISHALI,19953
4928,Bihar,10,1984,548778,805213,MUZAFFARPUR,148974
4929,Bihar,11,1984,469981,878566,SITAMARHI,121544
4930,Bihar,12,1984,485977,839483,SHEOHAR,80553
4931,Bihar,13,1984,565339,846577,MADHUBANI,148820
4932,Bihar,14,1984,581972,782753,JHANJHARPUR,205392
4933,Bihar,15,1984,436415,770111,DARBHANGA,72167
4934,Bihar,16,1984,465311,808683,ROSERA,97218
4935,Bihar,17,1984,567145,909700,SAMASTIPUR,108361
4936,Bihar,18,1984,603538,853413,BARH,222736
4937,Bihar,19,1984,481535,769052,BALIA,123901
4938,Bihar,20,1984,626702,913235,SAHARSA,108084
4939,Bihar,21,1984,548212,836565,MADHEPURA,75297
4940,Bihar,22,1984,461247,791489,ARARIA,198886
4941,Bihar,23,1984,433914,798096,KISHANGANJ,116130
4942,Bihar,24,1984,432462,773952,PURNEA,190400
4943,Bihar,25,1984,459174,672232,KATIHAR,45943
4944,Bihar,26,1984,308962,692614,RAJMAHAL,78856
4945,Bihar,27,1984,370588,708326,DUMKA,97187
4946,Bihar,28,1984,423885,786972,GODDA,120373
4947,Bihar,29,1984,478599,770286,BANKA,151972
4948,Bihar,30,1984,561299,851928,BHAGALPUR,30485
4949,Bihar,31,1984,481938,765769,KHAGARIA,141526
4950,Bihar,32,1984,543826,862284,MONGHYR,163343
4951,Bihar,33,1984,527813,834398,BEGUSARAI,281636
4952,Bihar,34,1984,623021,903642,NALANDA,39471
4953,Bihar,35,1984,495684,963346,PATNA,72181
4954,Bihar,36,1984,427186,890008,ARRAH,154922
4955,Bihar,37,1984,449035,881047,BUXAR,55702
4956,Bihar,38,1984,429566,826256,SASARAM,1372
4957,Bihar,39,1984,583682,849458,BIKRAMGANJ,1413
4958,Bihar,40,1984,477527,826531,AURANGABAD,166035
4959,Bihar,41,1984,743232,939919,JAHANABAD,30976
4960,Bihar,42,1984,545948,957846,NAWADA,237102
4961,Bihar,43,1984,532473,811699,GAYA,84435
4962,Bihar,44,1984,374141,729752,CHATRA,156542
4963,Bihar,45,1984,354686,766871,KODARMA,111383
4964,Bihar,46,1984,365304,735849,GIRIDIH,124753
4965,Bihar,47,1984,492912,923926,DHANBAD,62295
4966,Bihar,48,1984,370181,794720,HAZARIBAGH,60381
4967,Bihar,49,1984,329377,737569,RANCHI,108561
4968,Bihar,50,1984,430721,752702,JAMSHEDPUR,66202
4969,Bihar,51,1984,231716,614503,SINGHBHUM,60211
4970,Bihar,52,1984,237756,625719,KHUNTI,33010
4971,Bihar,53,1984,264044,678981,LOHARDAGA,102067
4972,Bihar,54,1984,351294,754787,PALAMAU,185050
4973,Chandigarh,1,1984,156143,229291,CHANDIGARH,66300
4974,Dadra_&_Nagar_Haveli,1,1984,38380,54066,DADRA & NAGAR HAVELI,5381
4975,Delhi,1,1984,194413,304123,NEW DELHI,72886
4976,Delhi,2,1984,353499,522980,SOUTH DELHI,85051
4977,Delhi,3,1984,502376,854302,OUTER DELHI,249677
4978,Delhi,4,1984,501822,832324,EAST DELHI,312180
4979,Delhi,5,1984,201701,283849,CHANDNI CHOWK,47076
4980,Delhi,6,1984,250108,367575,DELHI SADAR,65853
4981,Delhi,7,1984,220064,331628,KAROL BAGH,86572
4982,"Goa,_Daman_&_Diu",1,1984,205575,291101,PANAJI,39548
4983,"Goa,_Daman_&_Diu",2,1984,202993,295555,MORMUGAO,58809
4984,Gujarat,1,1984,296597,557750,KUTCH,30085
4985,Gujarat,2,1984,362578,656235,SURENDRANAGAR,36378
4986,Gujarat,3,1984,340991,639311,JAMNAGAR,23090
4987,Gujarat,4,1984,407785,827629,RAJKOT,57590
4988,Gujarat,5,1984,341332,681087,PORBANDAR,77951
4989,Gujarat,6,1984,357549,693720,JUNAGADH,31943
4990,Gujarat,7,1984,392302,642376,AMRELI,37868
4991,Gujarat,8,1984,351914,694984,BHAVNAGAR,10995
4992,Gujarat,9,1984,376637,691033,DHANDHUKA,22616
4993,Gujarat,10,1984,454232,766276,AHMEDABAD,33137
4994,Gujarat,11,1984,533963,929582,GANDHINAGAR,2754
4995,Gujarat,12,1984,543999,761766,MEHSANA,43896
4996,Gujarat,13,1984,386538,730084,PATAN,6787
4997,Gujarat,14,1984,384786,697543,BANASKANTHA,27283
4998,Gujarat,15,1984,443237,727250,SABARKANTHA,6759
4999,Gujarat,16,1984,447256,744151,KAPADVANJ,32324
5000,Gujarat,17,1984,251863,667758,DOHAD,114737
5001,Gujarat,18,1984,341861,662634,GODHRA,85847
5002,Gujarat,19,1984,444179,741211,KAIRA,147433
5003,Gujarat,20,1984,488582,726873,ANAND,75173
5004,Gujarat,21,1984,350902,681795,CHHOTA UDAIPUR,111987
5005,Gujarat,22,1984,525592,860270,BARODA,152552
5006,Gujarat,23,1984,430877,712414,BROACH,123069
5007,Gujarat,24,1984,534169,905831,SURAT,50675
5008,Gujarat,25,1984,392385,704976,MANDVI,105523
5009,Gujarat,26,1984,395555,739221,BULSAR,54690
5010,Haryana,1,1984,475553,694840,AMBALA,177352
5011,Haryana,2,1984,508712,727716,KURUKSHETRA,143276
5012,Haryana,3,1984,507586,746675,KARNAL,98952
5013,Haryana,4,1984,501658,782505,SONEPAT,2941
5014,Haryana,5,1984,439037,742030,ROHTAK,30931
5015,Haryana,6,1984,528050,869828,FARIDABAD,134371
5016,Haryana,7,1984,594892,855878,MAHENDRAGARH,230214
5017,Haryana,8,1984,526063,782290,BHIWANI,187077
5018,Haryana,9,1984,483557,737467,HISSAR,51206
5019,Haryana,10,1984,508299,786717,SIRSA,81932
5020,Himachal_Pradesh,1,1984,306320,565179,SIMLA,196291
5021,Himachal_Pradesh,2,1984,331973,589790,MANDI,131651
5022,Himachal_Pradesh,3,1984,371954,568075,KANGRA,117433
5023,Himachal_Pradesh,4,1984,384592,590980,HAMIRPUR,124933
5024,Jammu_&_Kashmir,1,1984,336293,571205,BARAMULLA,140419
5025,Jammu_&_Kashmir,2,1984,452936,640514,SRINAGAR,286277
5026,Jammu_&_Kashmir,3,1984,411826,611518,ANANTNAG,82010
5027,Jammu_&_Kashmir,4,1984,59428,89717,LADAKH,7977
5028,Jammu_&_Kashmir,5,1984,362630,675228,UDHAMPUR,111490
5029,Jammu_&_Kashmir,6,1984,565043,811828,JAMMU,120192
5030,Karnataka,1,1984,337013,769422,BIDAR,59615
5031,Karnataka,2,1984,401269,768520,GULBARGA,95490
5032,Karnataka,3,1984,392451,734816,RAICHUR,57386
5033,Karnataka,4,1984,459573,777786,KOPPAL,57951
5034,Karnataka,5,1984,493575,768267,BELLARY,72286
5035,Karnataka,6,1984,536196,790941,DAVANGERE,65741
5036,Karnataka,7,1984,533729,773621,CHITRADURGA,56811
5037,Karnataka,8,1984,520111,715198,TUMKUR,30410
5038,Karnataka,9,1984,544943,750841,CHIKBALLAPUR,44314
5039,Karnataka,10,1984,461385,714137,KOLAR,44765
5040,Karnataka,11,1984,638720,903602,KANAKAPURA,7026
5041,Karnataka,12,1984,509062,869205,BANGALORE NORTH,41546
5042,Karnataka,13,1984,556427,987244,BANGALORE SOUTH,12732
5043,Karnataka,14,1984,545109,722855,MANDYA,120396
5044,Karnataka,15,1984,447713,719216,CHAMARAJANAGAR,80653
5045,Karnataka,16,1984,452885,751631,MYSORE,64610
5046,Karnataka,17,1984,482800,670001,MANGALORE,119399
5047,Karnataka,18,1984,460814,650251,UDUPI,142336
5048,Karnataka,19,1984,536111,774758,HASSAN,31969
5049,Karnataka,20,1984,435137,677667,CHIKMAGALUR,140040
5050,Karnataka,21,1984,516801,745840,SHIMOGA,123674
5051,Karnataka,22,1984,471741,732187,KANARA,49198
