Number,State_Name,Constituency_No,Year,Turnout,Electors,Constituency_Name,Margin
2101,Uttar_Pradesh,48,2004,633077,1487696,VARANASI,57436
2102,Uttar_Pradesh,49,2004,724824,1661132,ROBERTSGANJ,10362
2103,Uttar_Pradesh,50,2004,728015,1630287,MIRZAPUR,36412
2104,Uttar_Pradesh,51,2004,755222,1409517,PHULPUR,64347
2105,Uttar_Pradesh,52,2004,656498,1558094,ALLAHABAD,28383
2106,Uttar_Pradesh,53,2004,555376,1484115,CHAIL,630
2107,Uttar_Pradesh,54,2004,506699,1279387,FATEHPUR,52568
2108,Uttar_Pradesh,55,2004,526335,1283915,BANDA,56304
2109,Uttar_Pradesh,56,2004,604099,1185235,HAMIRPUR,37154
2110,Uttar_Pradesh,57,2004,819646,1526320,JHANSI,26299
2111,Uttar_Pradesh,58,2004,579777,1310156,JALAUN,26791
2112,Uttar_Pradesh,59,2004,504766,1207492,GHATAMPUR,10312
2113,Uttar_Pradesh,60,2004,641397,1369589,BILHAUR,24402
2114,Uttar_Pradesh,61,2004,618721,1427231,KANPUR,5638
2115,Uttar_Pradesh,62,2004,703946,1264620,ETAWAH,190157
2116,Uttar_Pradesh,63,2004,758627,1346673,KANNAUJ,307373
2117,Uttar_Pradesh,64,2004,665435,1366501,FARRUKHABAD,2745
2118,Uttar_Pradesh,65,2004,719918,1211002,MAINPURI,337870
2119,Uttar_Pradesh,66,2004,650356,1240919,JALESAR,106068
2120,Uttar_Pradesh,67,2004,587118,1128519,ETAH,51335
2121,Uttar_Pradesh,68,2004,531363,1305888,FIROZABAD,54788
2122,Uttar_Pradesh,69,2004,642719,1430713,AGRA,57342
2123,Uttar_Pradesh,70,2004,602187,1277346,MATHURA,38132
2124,Uttar_Pradesh,71,2004,492135,1212983,HATHRAS,22837
2125,Uttar_Pradesh,72,2004,633685,1341254,ALIGARH,2791
2126,Uttar_Pradesh,73,2004,600704,1457828,KHURJA,41150
2127,Uttar_Pradesh,74,2004,685261,1226141,BULANDSHAHR,16651
2128,Uttar_Pradesh,75,2004,799736,1806830,HAPUR,42363
2129,Uttar_Pradesh,76,2004,697484,1329974,MEERUT,69336
2130,Uttar_Pradesh,77,2004,656900,1570374,BAGHPAT,220638
2131,Uttar_Pradesh,78,2004,862408,1521778,MUZAFFARNAGAR,69005
2132,Uttar_Pradesh,79,2004,816726,1220829,KAIRANA,342414
2133,Uttar_Pradesh,80,2004,990415,1566135,SAHARANPUR,26828
2134,Uttarakhand,1,2004,561428,1292454,TEHRI GARHWAL,17446
2135,Uttarakhand,2,2004,503240,1081299,GARHWAL,50962
2136,Uttarakhand,3,2004,505223,1012756,ALMORA,10052
2137,Uttarakhand,4,2004,616628,1261688,NAINITAL,49184
2138,Uttarakhand,5,2004,486352,914440,HARDWAR,37659
2139,West_Bengal,1,2004,952563,1148934,COOCH BEHAR,226569
2140,West_Bengal,2,2004,840836,1045042,ALIPURDUARS,145124
2141,West_Bengal,3,2004,890105,1104784,JALPAIGURI,180605
2142,West_Bengal,4,2004,888083,1249238,DARJEELING,101416
2143,West_Bengal,5,2004,917582,1147290,RAIGANJ,39147
2144,West_Bengal,6,2004,925631,1129369,BALURGHAT,71146
2145,West_Bengal,7,2004,849111,1088411,MALDA,111108
2146,West_Bengal,8,2004,883128,1082151,JANGIPUR,36860
2147,West_Bengal,9,2004,1007221,1197170,MURSHIDABAD,15480
2148,West_Bengal,10,2004,991515,1220502,BERHAMPORE,98901
2149,West_Bengal,11,2004,930294,1117441,KRISHNAGAR,20387
2150,West_Bengal,12,2004,1177771,1389486,NABADWIP,9991
2151,West_Bengal,13,2004,1153160,1388017,BARASAT,12160
2152,West_Bengal,14,2004,907585,1107129,BASIRHAT,182084
2153,West_Bengal,15,2004,806334,1136859,JOYNAGAR,230521
2154,West_Bengal,16,2004,907785,1113351,MATHURAPUR,82028
2155,West_Bengal,17,2004,836540,1102946,DIAMOND HARBOUR,153784
2156,West_Bengal,18,2004,1022315,1354946,JADAVPUR,89668
2157,West_Bengal,19,2004,794426,981008,BARRACKPORE,165071
2158,West_Bengal,20,2004,1248360,1543705,DUM DUM,98252
2159,West_Bengal,21,2004,360117,609204,CALCUTTA NORTH WEST,43004
2160,West_Bengal,22,2004,568885,803853,CALCUTTA NORTH EAST,73780
2161,West_Bengal,23,2004,772742,1096709,CALCUTTA SOUTH,98429
2162,West_Bengal,24,2004,911632,1240427,HOWRAH,246937
2163,West_Bengal,25,2004,851546,1129673,ULUBERIA,152115
2164,West_Bengal,26,2004,946248,1285398,SERAMPORE,19687
2165,West_Bengal,27,2004,924919,1161683,HOOGHLY,166966
2166,West_Bengal,28,2004,964840,1187610,ARAMBAGH,592502
2167,West_Bengal,29,2004,874554,1061186,PANSKURA,279478
2168,West_Bengal,30,2004,1035269,1185781,TAMLUK,57380
2169,West_Bengal,31,2004,926774,1081102,CONTAI,59190
2170,West_Bengal,32,2004,908499,1152887,MIDNAPORE,160760
2171,West_Bengal,33,2004,795312,1029496,JHARGRAM,351343
2172,West_Bengal,34,2004,696219,992438,PURULIA,145718
2173,West_Bengal,35,2004,695487,1020046,BANKURA,230329
2174,West_Bengal,36,2004,806624,1052852,VISHNUPUR,331829
2175,West_Bengal,37,2004,847616,1150939,DURGAPUR,277508
2176,West_Bengal,38,2004,725198,1092141,ASANSOL,124318
2177,West_Bengal,39,2004,997024,1221820,BURDWAN,471351
2178,West_Bengal,40,2004,966263,1169525,KATWA,143349
2179,West_Bengal,41,2004,770059,1035012,BOLPUR,310305
2180,West_Bengal,42,2004,724061,1029870,BIRBHUM,191612
2181,Bihar,21,2004,582939,1187490,MADHEPURA,208860
2182,Karnataka,1,2004,611783,1374776,BIDAR,13470
2183,Uttar_Pradesh,23,2004,798549,1451662,AKBARPUR,96400
2184,Uttar_Pradesh,65,2004,557114,1211411,MAINPURI,179713
2185,Andaman_&_Nicobar_Islands,1,1999,145791,247384,ANDAMAN & NICOBAR ISLANDS,13947
2186,Andhra_Pradesh,1,1999,658100,985232,SRIKAKULAM,96882
2187,Andhra_Pradesh,2,1999,613641,911609,PARVATHIPURAM,13281
2188,Andhra_Pradesh,3,1999,694150,949773,BOBBILI,3821
2189,Andhra_Pradesh,4,1999,884861,1420606,VISAKHAPATNAM,38919
2190,Andhra_Pradesh,5,1999,728556,1085536,BHADRACHALAM,37103
2191,Andhra_Pradesh,6,1999,744984,1035708,ANAKAPALLI,58464
2192,Andhra_Pradesh,7,1999,812541,1171987,KAKINADA,121435
2193,Andhra_Pradesh,8,1999,796286,1137225,RAJAHMUNDRY,60031
2194,Andhra_Pradesh,9,1999,663249,908257,AMALAPURAM,118879
2195,Andhra_Pradesh,10,1999,704453,1020409,NARASAPUR,165948
2196,Andhra_Pradesh,11,1999,834469,1147205,ELURU,62231
2197,Andhra_Pradesh,12,1999,711867,1006429,MACHILIPATNAM,82996
2198,Andhra_Pradesh,13,1999,929476,1384393,VIJAYAWADA,87066
2199,Andhra_Pradesh,14,1999,645601,960447,TENALI,73029
2200,Andhra_Pradesh,15,1999,781254,1239626,GUNTUR,40330
2201,Andhra_Pradesh,16,1999,715681,1077815,BAPATLA,92457
2202,Andhra_Pradesh,17,1999,859857,1262560,NARASARAOPET,13882
2203,Andhra_Pradesh,18,1999,776640,1190279,ONGOLE,21948
2204,Andhra_Pradesh,19,1999,769832,1165144,NELLORE,40453
2205,Andhra_Pradesh,20,1999,790437,1199710,TIRUPATHI,12497
2206,Andhra_Pradesh,21,1999,835406,1140219,CHITTOOR,18638
2207,Andhra_Pradesh,22,1999,660558,946311,RAJAMPET,27170
2208,Andhra_Pradesh,23,1999,722854,1090670,CUDDAPAH,26597
2209,Andhra_Pradesh,24,1999,769054,1151606,HINDUPUR,134636
2210,Andhra_Pradesh,25,1999,752838,1226314,ANANTAPUR,21102
2211,Andhra_Pradesh,26,1999,752286,1163375,KURNOOL,24487
2212,Andhra_Pradesh,27,1999,729632,1116553,NANDYAL,72609
2213,Andhra_Pradesh,28,1999,811672,1212569,NAGARKURNOOL,66900
2214,Andhra_Pradesh,29,1999,791720,1249455,MAHABUBNAGAR,50895
2215,Andhra_Pradesh,30,1999,1083678,1567225,HYDERABAD,60821
2216,Andhra_Pradesh,31,1999,970791,1770024,SECUNDERABAD,97626
2217,Andhra_Pradesh,32,1999,1042532,1622094,SIDDIPET,153721
2218,Andhra_Pradesh,33,1999,830380,1219960,MEDAK,22083
2219,Andhra_Pradesh,34,1999,753900,1129947,NIZAMABAD,3436
2220,Andhra_Pradesh,35,1999,743602,1094868,ADILABAD,109723
2221,Andhra_Pradesh,36,1999,860574,1330759,PEDDAPALLI,15889
2222,Andhra_Pradesh,37,1999,801273,1259045,KARIMNAGAR,19370
2223,Andhra_Pradesh,38,1999,727832,1118951,HANAMKONDA,85781
2224,Andhra_Pradesh,39,1999,831989,1132718,WARANGAL,13366
2225,Andhra_Pradesh,40,1999,916571,1228365,KHAMMAM,8398
2226,Andhra_Pradesh,41,1999,950587,1417182,NALGONDA,79735
2227,Andhra_Pradesh,42,1999,909820,1206229,MIRYALGUDA,52077
2228,Arunachal_Pradesh,1,1999,235319,346126,ARUNACHAL WEST,60723
2229,Arunachal_Pradesh,2,1999,190344,265446,ARUNACHAL EAST,41403
2230,Assam,1,1999,679706,943163,KARIMGANJ,42259
2231,Assam,2,1999,592867,827760,SILCHAR,107752
2232,Assam,3,1999,386800,535818,AUTONOMOUS DISTRICT,59875
2233,Assam,4,1999,809069,1050547,DHUBRI,21340
2234,Assam,5,1999,890015,1168480,KOKRAJHAR,87425
2235,Assam,6,1999,754333,1023625,BARPETA,89362
2236,Assam,7,1999,837428,1354869,GAUHATI,75238
2237,Assam,8,1999,832398,1180131,MANGALDOI,16434
2238,Assam,9,1999,677202,971406,TEZPUR,25706
2239,Assam,10,1999,761698,1113339,NOWGONG,35428
2240,Assam,11,1999,758710,1111536,KALIABOR,167392
2241,Assam,12,1999,630744,1003470,JORHAT,99360
2242,Assam,13,1999,557674,945785,DIBRUGARH,67116
2243,Assam,14,1999,743823,1060744,LAKHIMPUR,54523
2244,Bihar,1,1999,570270,1028588,BAGAHA,54751
2245,Bihar,2,1999,689040,1098637,BETTIAH,39650
2246,Bihar,3,1999,677062,1112639,MOTIHARI,21670
2247,Bihar,4,1999,741844,1176915,GOPALGANJ,36124
2248,Bihar,5,1999,702293,989004,SIWAN,129840
2249,Bihar,6,1999,697300,981566,MAHARAJGANJ,104063
2250,Bihar,7,1999,770075,1003426,CHAPRA,43553
2251,Bihar,8,1999,779601,1064323,HAJIPUR,105504
2252,Bihar,9,1999,709752,1049006,VAISHALI,45392
2253,Bihar,10,1999,719527,1067836,MUZAFFARPUR,60720
2254,Bihar,11,1999,742752,1126989,SITAMARHI,101257
2255,Bihar,12,1999,715936,1083123,SHEOHAR,2535
2256,Bihar,13,1999,706948,1101089,MADHUBANI,62615
2257,Bihar,14,1999,674416,1053943,JHANJHARPUR,127814
2258,Bihar,15,1999,758291,1043388,DARBHANGA,55548
2259,Bihar,16,1999,723714,1077267,ROSERA,142916
2260,Bihar,17,1999,791038,1219110,SAMASTIPUR,12688
2261,Bihar,18,1999,750668,1081353,BARH,1335
2262,Bihar,19,1999,499385,996579,BALIA,12032
2263,Bihar,20,1999,721597,1142103,SAHARSA,94493
2264,Bihar,21,1999,648473,997210,MADHEPURA,30320
2265,Bihar,22,1999,638646,1043070,ARARIA,2169
2266,Bihar,23,1999,717635,1129430,KISHANGANJ,8648
2267,Bihar,24,1999,693718,1085356,PURNEA,252566
2268,Bihar,25,1999,639558,1039500,KATIHAR,136852
2269,Bihar,26,1999,560248,950593,RAJMAHAL,62099
2270,Bihar,27,1999,545500,951280,DUMKA,4648
2271,Bihar,28,1999,633556,1087573,GODDA,79892
2272,Bihar,29,1999,626293,1064049,BANKA,21408
2273,Bihar,30,1999,669871,1232833,BHAGALPUR,45540
2274,Bihar,31,1999,662439,1044431,KHAGARIA,31822
2275,Bihar,32,1999,705278,1147663,MONGHYR,21815
2276,Bihar,33,1999,635267,1110888,BEGUSARAI,19950
2277,Bihar,34,1999,871579,1180008,NALANDA,105821
2278,Bihar,35,1999,802107,1470372,PATNA,46892
2279,Bihar,36,1999,681789,1121825,ARRAH,92282
2280,Bihar,37,1999,602749,1029419,BUXAR,11606
2281,Bihar,38,1999,653315,1144324,SASARAM,18676
2282,Bihar,39,1999,734918,1128738,BIKRAMGANJ,34768
2283,Bihar,40,1999,674623,1091472,AURANGABAD,70416
2284,Bihar,41,1999,775282,1105202,JAHANABAD,17287
2285,Bihar,42,1999,850352,1173989,NAWADA,84085
2286,Bihar,43,1999,636450,1056530,GAYA,20783
2287,Bihar,44,1999,416769,1015184,CHATRA,55099
2288,Bihar,45,1999,594997,1137548,KODARMA,10178
2289,Bihar,46,1999,532036,1115417,GIRIDIH,19824
2290,Bihar,47,1999,761461,1433645,DHANBAD,14226
2291,Bihar,48,1999,591881,1213735,HAZARIBAGH,182642
2292,Bihar,49,1999,577090,1131760,RANCHI,241177
2293,Bihar,50,1999,628228,1160562,JAMSHEDPUR,121488
2294,Bihar,51,1999,471500,846629,SINGHBHUM,82311
2295,Bihar,52,1999,404838,832168,KHUNTI,26262
2296,Bihar,53,1999,363514,938658,LOHARDAGA,3823
2297,Bihar,54,1999,508960,1080153,PALAMAU,85125
2298,Chandigarh,1,1999,282816,585006,CHANDIGARH,5449
2299,Dadra_&_Nagar_Haveli,1,1999,71905,98376,DADRA & NAGAR HAVELI,14878
2300,Daman_&_Diu,1,1999,50800,72216,DAMAN AND DIU,3226
2301,Delhi,1,1999,226758,543037,NEW DELHI,27893
2302,Delhi,2,1999,499937,1194198,SOUTH DELHI,29999
2303,Delhi,3,1999,1287487,3103525,OUTER DELHI,202472
2304,Delhi,4,1999,1038275,2393813,EAST DELHI,82760
2305,Delhi,5,1999,204453,376654,CHANDNI CHOWK,1995
2306,Delhi,6,1999,278285,529646,DELHI SADAR,13870
2307,Delhi,7,1999,258293,571657,KAROL BAGH,12454
2308,Goa,1,1999,190985,413641,PANAJI,36721
2309,Goa,2,1999,218809,495208,MORMUGAO,14457
2310,Gujarat,1,1999,383764,872937,KUTCH,4315
2311,Gujarat,2,1999,468954,970544,SURENDRANAGAR,25905
2312,Gujarat,3,1999,352700,958418,JAMNAGAR,35769
2313,Gujarat,4,1999,546230,1379914,RAJKOT,86747
2314,Gujarat,5,1999,325856,894299,PORBANDAR,101360
2315,Gujarat,6,1999,492253,1079568,JUNAGADH,46848
2316,Gujarat,7,1999,407488,874521,AMRELI,36324
2317,Gujarat,8,1999,435165,1023921,BHAVNAGAR,101353
2318,Gujarat,9,1999,462197,1029877,DHANDHUKA,5223
2319,Gujarat,10,1999,527737,1320165,AHMEDABAD,52968
2320,Gujarat,11,1999,741260,1833844,GANDHINAGAR,188944
2321,Gujarat,12,1999,628636,1104439,MEHSANA,55735
2322,Gujarat,13,1999,479027,1003829,PATAN,17127
2323,Gujarat,14,1999,593248,1106766,BANASKANTHA,25976
2324,Gujarat,15,1999,661161,1119855,SABARKANTHA,14376
2325,Gujarat,16,1999,664576,1124201,KAPADVANJ,165381
2326,Gujarat,17,1999,463502,1028979,DOHAD,12431
2327,Gujarat,18,1999,473144,1020262,GODHRA,95022
2328,Gujarat,19,1999,485304,1054781,KAIRA,33717
2329,Gujarat,20,1999,548033,1047272,ANAND,3661
2330,Gujarat,21,1999,510280,962525,CHHOTA UDAIPUR,1198
2331,Gujarat,22,1999,585026,1438964,BARODA,92649
2332,Gujarat,23,1999,581035,1096772,BROACH,47140
2333,Gujarat,24,1999,615730,1950958,SURAT,249197
2334,Gujarat,25,1999,600610,1063704,MANDVI,56831
2335,Gujarat,26,1999,582106,1151087,BULSAR,26786
2336,Haryana,1,1999,692337,1091846,AMBALA,124478
2337,Haryana,2,1999,723757,1073147,KURUKSHETRA,163610
2338,Haryana,3,1999,771101,1131448,KARNAL,147854
2339,Haryana,4,1999,654509,1057175,SONEPAT,266138
2340,Haryana,5,1999,633373,938878,ROHTAK,144693
2341,Haryana,6,1999,745484,1330157,FARIDABAD,34248
2342,Haryana,7,1999,744706,1236918,MAHENDRAGARH,139140
2343,Haryana,8,1999,733042,1053603,BHIWANI,203406
2344,Haryana,9,1999,639302,1025344,HISSAR,160452
2345,Haryana,10,1999,635428,1100439,SIRSA,219726
2346,Himachal_Pradesh,1,1999,500164,945063,SIMLA,46930
2347,Himachal_Pradesh,2,1999,525240,968826,MANDI,131025
2348,Himachal_Pradesh,3,1999,552860,935090,KANGRA,100742
2349,Himachal_Pradesh,4,1999,555440,937500,HAMIRPUR,129247
2350,Jammu_&_Kashmir,1,1999,191735,763639,BARAMULLA,36113
2351,Jammu_&_Kashmir,2,1999,96984,854081,SRINAGAR,36859
2352,Jammu_&_Kashmir,3,1999,102877,804911,ANANTNAG,13492
2353,Jammu_&_Kashmir,4,1999,115860,143719,LADAKH,2090
2354,Jammu_&_Kashmir,5,1999,397187,1016952,UDHAMPUR,118307
2355,Jammu_&_Kashmir,6,1999,665921,1446792,JAMMU,142019
2356,Karnataka,1,1999,729679,1200598,BIDAR,152033
2357,Karnataka,2,1999,740243,1280563,GULBARGA,69837
2358,Karnataka,3,1999,686443,1226104,RAICHUR,172206
2359,Karnataka,4,1999,760573,1243426,KOPPAL,12512
2360,Karnataka,5,1999,802055,1213055,BELLARY,56100
2361,Karnataka,6,1999,850078,1217506,DAVANGERE,16269
2362,Karnataka,7,1999,831807,1177238,CHITRADURGA,11178
2363,Karnataka,8,1999,773846,1086936,TUMKUR,63937
2364,Karnataka,9,1999,818520,1189272,CHIKBALLAPUR,211186
2365,Karnataka,10,1999,815758,1145553,KOLAR,82782
2366,Karnataka,11,1999,1233825,2110629,KANAKAPURA,34017
2367,Karnataka,12,1999,1028358,1827941,BANGALORE NORTH,175605
2368,Karnataka,13,1999,804342,1487215,BANGALORE SOUTH,66054
2369,Karnataka,14,1999,800594,1099732,MANDYA,152180
2370,Karnataka,15,1999,767545,1101851,CHAMARAJANAGAR,16146
2371,Karnataka,16,1999,899475,1302736,MYSORE,13431
2372,Karnataka,17,1999,719583,1002419,MANGALORE,8469
2373,Karnataka,18,1999,684881,1023798,UDUPI,31587
2374,Karnataka,19,1999,858626,1217049,HASSAN,141757
2375,Karnataka,20,1999,714803,1050838,CHIKMAGALUR,30277
2376,Karnataka,21,1999,807043,1133307,SHIMOGA,95038
2377,Karnataka,22,1999,744534,1101130,KANARA,10591
2378,Karnataka,23,1999,768791,1088328,DHARWAD SOUTH,39198
2379,Karnataka,24,1999,719939,1121461,DHARWAD NORTH,41602
2380,Karnataka,25,1999,781767,1230574,BELGAUM,49898
2381,Karnataka,26,1999,743378,1094053,CHIKKODI,84590
2382,Karnataka,27,1999,752964,1127960,BAGALKOT,76434
2383,Karnataka,28,1999,714224,1182826,BIJAPUR,36639
2384,Kerala,1,1999,925384,1199964,KASARAGOD,31578
2385,Kerala,2,1999,880180,1121192,CANNANORE,10247
2386,Kerala,3,1999,857638,1155934,BADAGARA,25844
2387,Kerala,4,1999,822307,1124640,CALICUT,50402
2388,Kerala,5,1999,810166,1217888,MANJERI,123411
2389,Kerala,6,1999,688923,1146335,PONNANI,129478
2390,Kerala,7,1999,806543,1132416,PALGHAT,30767
2391,Kerala,8,1999,776652,1103327,OTTAPALAM,13715
2392,Kerala,9,1999,730417,1071266,TRICHUR,11632
2393,Kerala,10,1999,785578,1083445,MUKUNDAPURAM,52463
2394,Kerala,11,1999,775950,1180911,ERNAKULAM,111305
2395,Kerala,12,1999,688264,1020153,MUVATTUPUZHA,76939
2396,Kerala,13,1999,728325,1018385,KOTTAYAM,10599
2397,Kerala,14,1999,773904,1121484,IDUKKI,9298
2398,Kerala,15,1999,788776,1033539,ALLEPPEY,35094
2399,Kerala,16,1999,663907,936952,MAVELIKARA,33443
2400,Kerala,17,1999,698186,1007138,ADOOR,22006
2401,Kerala,18,1999,735557,1088597,QUILON,19284
2402,Kerala,19,1999,685378,1096417,CHIRAYINKIL,3128
2403,Kerala,20,1999,755941,1198918,TRIVANDRUM,14485
2404,Lakshadweep,1,1999,29860,37619,LAKSHADWEEP,3189
2405,Madhya_Pradesh,1,1999,496736,1258860,MORENA,62226
2406,Madhya_Pradesh,2,1999,661420,1305016,BHIND,53574
2407,Madhya_Pradesh,3,1999,616704,1280141,GWALIOR,83116
2408,Madhya_Pradesh,4,1999,679493,1280953,GUNA,214428
2409,Madhya_Pradesh,5,1999,536853,1122464,SAGAR,60473
2410,Madhya_Pradesh,6,1999,733841,1379871,KHAJURAHO,81137
2411,Madhya_Pradesh,7,1999,563999,1240626,DAMOH,13719
2412,Madhya_Pradesh,8,1999,617860,1189692,SATNA,3405
2413,Madhya_Pradesh,9,1999,739776,1369793,REWA,64151
2414,Madhya_Pradesh,10,1999,606876,1263213,SIDHI,4855
2415,Madhya_Pradesh,11,1999,583816,1198264,SHAHDOL,19901
2416,Madhya_Pradesh,12,1999,580351,1089910,SURGUJA,61426
2417,Madhya_Pradesh,13,1999,570022,975987,RAIGARH,5773
2418,Madhya_Pradesh,14,1999,664373,1243772,JANJGIR,14233
2419,Madhya_Pradesh,15,1999,525808,1107061,BILASPUR,75333
2420,Madhya_Pradesh,16,1999,674884,1087904,SARANGARH,51759
2421,Madhya_Pradesh,17,1999,660930,1177144,RAIPUR,80060
2422,Madhya_Pradesh,18,1999,682047,1071547,MAHASAMUND,15435
2423,Madhya_Pradesh,19,1999,574090,1036799,KANKER,88191
2424,Madhya_Pradesh,20,1999,356603,954405,BASTAR,20737
2425,Madhya_Pradesh,21,1999,760714,1329978,DURG,44518
2426,Madhya_Pradesh,22,1999,591992,1016713,RAJNANDGAON,26715
2427,Madhya_Pradesh,23,1999,578066,916432,BALAGHAT,20678
2428,Madhya_Pradesh,24,1999,482338,1001537,MANDLA,6572
2429,Madhya_Pradesh,25,1999,528526,1241478,JABALPUR,109754
2430,Madhya_Pradesh,26,1999,586552,1115422,SEONI,15934
2431,Madhya_Pradesh,27,1999,625024,1055697,CHHINDWARA,188928
2432,Madhya_Pradesh,28,1999,534072,1021086,BETUL,64472
2433,Madhya_Pradesh,29,1999,676383,1153365,HOSHANGABAD,44447
2434,Madhya_Pradesh,30,1999,976493,1578355,BHOPAL,168864
2435,Madhya_Pradesh,31,1999,647645,1171691,VIDISHA,82397
2436,Madhya_Pradesh,32,1999,664162,1115072,RAJGARH,65693
2437,Madhya_Pradesh,33,1999,753559,1199025,SHAJAPUR,34666
2438,Madhya_Pradesh,34,1999,620707,1110180,KHANDWA,126103
2439,Madhya_Pradesh,35,1999,685899,1156862,KHARGONE,38146
2440,Madhya_Pradesh,36,1999,682608,1157368,DHAR,34105
2441,Madhya_Pradesh,37,1999,825794,1478108,INDORE,131315
2442,Madhya_Pradesh,38,1999,664097,1107836,UJJAIN,68038
2443,Madhya_Pradesh,39,1999,600380,1112482,JHABUA,149377
2444,Madhya_Pradesh,40,1999,745366,1243364,MANDSAUR,55485
2445,Maharashtra,1,1999,433752,790537,RAJAPUR,112850
2446,Maharashtra,2,1999,534353,872359,RATNAGIRI,115343
2447,Maharashtra,3,1999,660244,1156456,KOLABA,43097
2448,Maharashtra,4,1999,302999,719281,MUMBAI SOUTH,10243
2449,Maharashtra,5,1999,367605,812576,MUMBAI SOUTH CENTRAL,79036
2450,Maharashtra,6,1999,528291,1148316,MUMBAI NORTH CENTRAL,168995
2451,Maharashtra,7,1999,929417,1990340,MUMBAI NORTH EAST,7276
2452,Maharashtra,8,1999,700414,1553015,MUMBAI NORTH WEST,85539
2453,Maharashtra,9,1999,918529,2222240,MUMBAI NORTH,154136
2454,Maharashtra,10,1999,905683,2772750,THANE,99683
2455,Maharashtra,11,1999,659988,1434678,DAHANU,62270
2456,Maharashtra,12,1999,728772,1344755,NASHIK,36812
2457,Maharashtra,13,1999,653567,1083181,MALEGAON,4392
2458,Maharashtra,14,1999,586271,1102845,DHULE,12985
2459,Maharashtra,15,1999,671039,1079466,NANDURBAR,130771
2460,Maharashtra,16,1999,628895,1082958,ERANDOL,104456
2461,Maharashtra,17,1999,701485,1101166,JALGAON,89795
2462,Maharashtra,18,1999,705137,1039128,BULDHANA,45007
2463,Maharashtra,19,1999,671649,1145140,AKOLA,8716
2464,Maharashtra,20,1999,639415,1004211,WASHIM,39595
2465,Maharashtra,21,1999,663733,1124886,AMRAVATI,73652
2466,Maharashtra,22,1999,655822,1050833,RAMTEK,11689
2467,Maharashtra,23,1999,810365,1551380,NAGPUR,72695
2468,Maharashtra,24,1999,635954,938648,BHANDARA,3819
2469,Maharashtra,25,1999,741450,1013322,CHIMUR,70040
2470,Maharashtra,26,1999,788538,1224338,CHANDRAPUR,2837
2471,Maharashtra,27,1999,651394,1079969,WARDHA,7062
2472,Maharashtra,28,1999,615388,1007605,YAVATMAL,15226
2473,Maharashtra,29,1999,689137,1033944,HINGOLI,80655
2474,Maharashtra,30,1999,732365,1191427,NANDED,32575
2475,Maharashtra,31,1999,661632,1055193,PARBHANI,43665
2476,Maharashtra,32,1999,726464,1106131,JALNA,123909
2477,Maharashtra,33,1999,854279,1372209,AURANGABAD,55889
2478,Maharashtra,34,1999,808082,1175871,BEED,51190
2479,Maharashtra,35,1999,753109,1097040,LATUR,40290
2480,Maharashtra,36,1999,633187,936324,OSMANABAD,59073
2481,Maharashtra,37,1999,603446,1026006,SHOLAPUR,76995
2482,Maharashtra,38,1999,780810,1106361,PANDHARPUR,259505
2483,Maharashtra,39,1999,731858,1147112,AHMEDNAGAR,28457
2484,Maharashtra,40,1999,652938,952408,KOPARGAON,47415
2485,Maharashtra,41,1999,661353,1070409,KHED,57018
2486,Maharashtra,42,1999,732654,1435101,PUNE,91285
2487,Maharashtra,43,1999,884108,1462248,BARAMATI,298903
2488,Maharashtra,44,1999,669261,984469,SATARA,124771
2489,Maharashtra,45,1999,733926,1034700,KARAD,122961
2490,Maharashtra,46,1999,706357,1031607,SANGLI,160560
2491,Maharashtra,47,1999,778613,1116659,ICHALKARANJI,12812
2492,Maharashtra,48,1999,747874,1071598,KOLHAPUR,108910
2493,Manipur,1,1999,442686,657928,INNER MANIPUR,8195
2494,Manipur,2,1999,450962,714411,OUTER MANIPUR,28809
2495,Meghalaya,1,1999,364856,724389,SHILLONG,37823
2496,Meghalaya,2,1999,289474,453861,TURA,113579
2497,Mizoram,1,1999,291786,449406,MIZORAM,68659
2498,Nagaland,1,1999,725045,955914,NAGALAND,353598
2499,Odisha,1,1999,568018,964354,MAYURBHANJ,148082
2500,Odisha,2,1999,768769,1242578,BALASORE,136372
2501,Odisha,3,1999,679138,1195146,BHADRAK,122433
2502,Odisha,4,1999,593767,1171211,JAJPUR,113984
2503,Odisha,5,1999,620436,1121183,KENDRAPARA,102139
2504,Odisha,6,1999,619806,1215249,CUTTACK,205317
2505,Odisha,7,1999,758422,1233063,JAGATSINGHPUR,149282
2506,Odisha,8,1999,660679,1176817,PURI,131745
2507,Odisha,9,1999,625342,1318560,BHUBANESWAR,233961
2508,Odisha,10,1999,479497,1175865,ASKA,256736
