Number,State_Name,Constituency_No,Year,Constituency_Name,Margin,Turnout,Electors
5564,Karnataka,19,1980,HASSAN,94748,447101,726335
5565,Karnataka,20,1980,CHIKMAGALUR,164136,377016,630138
5566,Karnataka,21,1980,SHIMOGA,151798,433800,697266
5567,Karnataka,22,1980,KANARA,116700,414769,695492
5568,Karnataka,23,1980,DHARWAD SOUTH,151033,370638,676885
5569,Karnataka,24,1980,DHARWAD NORTH,96694,357941,648344
5570,Karnataka,25,1980,BELGAUM,141197,415992,702656
5571,Karnataka,26,1980,CHIKKODI,146084,342370,656188
5572,Karnataka,27,1980,BAGALKOT,153973,412103,689898
5573,Karnataka,28,1980,BIJAPUR,10562,363290,677105
5574,Kerala,1,1980,KASARAGOD,73587,463026,678476
5575,Kerala,2,1980,CANNANORE,73257,446844,637975
5576,Kerala,3,1980,BADAGARA,41682,501910,685632
5577,Kerala,4,1980,CALICUT,40695,423031,705630
5578,Kerala,5,1980,MANJERI,34581,431608,674048
5579,Kerala,6,1980,PONNANI,50863,401261,671001
5580,Kerala,7,1980,PALGHAT,12088,409864,705179
5581,Kerala,8,1980,OTTAPALAM,23408,386568,666300
5582,Kerala,9,1980,TRICHUR,43151,382690,622311
5583,Kerala,10,1980,MUKUNDAPURAM,65131,400526,634533
5584,Kerala,11,1980,ERNAKULAM,2502,394025,675831
5585,Kerala,12,1980,MUVATTUPUZHA,4330,359690,634711
5586,Kerala,13,1980,KOTTAYAM,5375,381181,659430
5587,Kerala,14,1980,IDUKKI,7033,374001,697106
5588,Kerala,15,1980,ALLEPPEY,114764,418596,646322
5589,Kerala,16,1980,MAVELIKARA,63122,418989,623914
5590,Kerala,17,1980,ADOOR,25399,321358,611784
5591,Kerala,18,1980,QUILON,36586,417357,661179
5592,Kerala,19,1980,CHIRAYINKIL,6063,386545,660715
5593,Kerala,20,1980,TRIVANDRUM,107057,449586,714687
5594,Lakshadweep,1,1980,LAKSHADWEEP,2949,17772,20117
5595,Madhya_Pradesh,1,1980,MORENA,32054,266788,662214
5596,Madhya_Pradesh,2,1980,BHIND,10036,319576,709517
5597,Madhya_Pradesh,3,1980,GWALIOR,25480,319956,659308
5598,Madhya_Pradesh,4,1980,GUNA,116126,345869,693067
5599,Madhya_Pradesh,5,1980,SAGAR,71751,322941,596498
5600,Madhya_Pradesh,6,1980,KHAJURAHO,46436,345961,730654
5601,Madhya_Pradesh,7,1980,DAMOH,53525,353672,690994
5602,Madhya_Pradesh,8,1980,SATNA,52119,374465,660435
5603,Madhya_Pradesh,9,1980,REWA,238351,400682,718673
5604,Madhya_Pradesh,10,1980,SIDHI,70685,263861,668510
5605,Madhya_Pradesh,11,1980,SHAHDOL,56484,256891,636794
5606,Madhya_Pradesh,12,1980,SURGUJA,62289,251636,594287
5607,Madhya_Pradesh,13,1980,RAIGARH,81095,255064,586692
5608,Madhya_Pradesh,14,1980,JANJGIR,64310,269778,634444
5609,Madhya_Pradesh,15,1980,BILASPUR,79079,266539,592243
5610,Madhya_Pradesh,16,1980,SARANGARH,104609,254189,669627
5611,Madhya_Pradesh,17,1980,RAIPUR,66309,301815,581585
5612,Madhya_Pradesh,18,1980,MAHASAMUND,101897,343694,619003
5613,Madhya_Pradesh,19,1980,KANKER,87501,262045,578575
5614,Madhya_Pradesh,20,1980,BASTAR,15050,173925,505816
5615,Madhya_Pradesh,21,1980,DURG,112304,371296,671279
5616,Madhya_Pradesh,22,1980,RAJNANDGAON,58496,271768,578740
5617,Madhya_Pradesh,23,1980,BALAGHAT,113373,334479,577626
5618,Madhya_Pradesh,24,1980,MANDLA,15988,192441,533433
5619,Madhya_Pradesh,25,1980,JABALPUR,77526,325258,672798
5620,Madhya_Pradesh,26,1980,SEONI,62796,292140,610655
5621,Madhya_Pradesh,27,1980,CHHINDWARA,70131,286441,568711
5622,Madhya_Pradesh,28,1980,BETUL,29322,250849,547564
5623,Madhya_Pradesh,29,1980,HOSHANGABAD,60317,329164,625301
5624,Madhya_Pradesh,30,1980,BHOPAL,13602,386052,701163
5625,Madhya_Pradesh,31,1980,VIDISHA,5080,351275,642322
5626,Madhya_Pradesh,32,1980,RAJGARH,32979,336822,636424
5627,Madhya_Pradesh,33,1980,SHAJAPUR,8361,403113,655806
5628,Madhya_Pradesh,34,1980,KHANDWA,37356,377028,612411
5629,Madhya_Pradesh,35,1980,KHARGONE,46583,339262,585592
5630,Madhya_Pradesh,36,1980,DHAR,62646,333124,610884
5631,Madhya_Pradesh,37,1980,INDORE,64733,407055,684494
5632,Madhya_Pradesh,38,1980,UJJAIN,11326,358398,616131
5633,Madhya_Pradesh,39,1980,JHABUA,90136,261134,585979
5634,Madhya_Pradesh,40,1980,MANDSAUR,2683,449423,680189
5635,Maharashtra,1,1980,RAJAPUR,145977,331171,585603
5636,Maharashtra,2,1980,RATNAGIRI,44161,363653,596427
5637,Maharashtra,3,1980,KOLABA,49420,361702,658873
5638,Maharashtra,4,1980,BOMBAY SOUTH,15170,321734,683197
5639,Maharashtra,5,1980,BOMBAY SOUTH CENTRAL,26888,362905,686338
5640,Maharashtra,6,1980,BOMBAY NORTH CENTRAL,9811,411833,769629
5641,Maharashtra,7,1980,BOMBAY NORTH EAST,38906,498698,916054
5642,Maharashtra,8,1980,BOMBAY NORTH WEST,27055,406042,823642
5643,Maharashtra,9,1980,BOMBAY NORTH,64694,451084,845233
5644,Maharashtra,10,1980,THANE,10275,467494,889904
5645,Maharashtra,11,1980,DAHANU,71158,277556,715384
5646,Maharashtra,12,1980,NASHIK,46255,381796,732214
5647,Maharashtra,13,1980,MALEGAON,74993,298966,648465
5648,Maharashtra,14,1980,DHULE,112062,293643,657330
5649,Maharashtra,15,1980,NANDURBAR,90785,323825,632340
5650,Maharashtra,16,1980,ERANDOL,128592,389529,715273
5651,Maharashtra,17,1980,JALGAON,96358,409314,698261
5652,Maharashtra,18,1980,BULDHANA,113096,335001,672909
5653,Maharashtra,19,1980,AKOLA,104025,339724,668698
5654,Maharashtra,20,1980,WASHIM,151478,380444,620782
5655,Maharashtra,21,1980,AMRAVATI,169630,357026,648873
5656,Maharashtra,22,1980,RAMTEK,214763,383084,650601
5657,Maharashtra,23,1980,NAGPUR,126443,457542,751312
5658,Maharashtra,24,1980,BHANDARA,99928,452351,671565
5659,Maharashtra,25,1980,CHIMUR,138852,478952,711541
5660,Maharashtra,26,1980,CHANDRAPUR,72890,383130,681948
5661,Maharashtra,27,1980,WARDHA,177509,432636,685760
5662,Maharashtra,28,1980,YAVATMAL,200180,393972,650317
5663,Maharashtra,29,1980,HINGOLI,117224,360195,677384
5664,Maharashtra,30,1980,NANDED,37542,376428,754050
5665,Maharashtra,31,1980,PARBHANI,98950,316910,647714
5666,Maharashtra,32,1980,JALNA,107126,325338,696767
5667,Maharashtra,33,1980,AURANGABAD,83748,333385,756127
5668,Maharashtra,34,1980,BEED,67503,368929,808308
5669,Maharashtra,35,1980,LATUR,189867,425320,680543
5670,Maharashtra,36,1980,OSMANABAD,92983,327317,631772
5671,Maharashtra,37,1980,SOLAPUR,104606,380675,601206
5672,Maharashtra,38,1980,PANDHARPUR,95653,365882,706672
5673,Maharashtra,39,1980,AHMEDNAGAR,180214,410162,707563
5674,Maharashtra,40,1980,KOPARGAON,159839,417496,619224
5675,Maharashtra,41,1980,KHED,50888,325141,653048
5676,Maharashtra,42,1980,PUNE,28830,423433,741735
5677,Maharashtra,43,1980,BARAMATI,85868,440993,766039
5678,Maharashtra,44,1980,SATARA,53033,413757,659862
5679,Maharashtra,45,1980,KARAD,25415,466946,704176
5680,Maharashtra,46,1980,SANGLI,167645,424733,663222
5681,Maharashtra,47,1980,ICHALKARANJI,151051,448715,686425
5682,Maharashtra,48,1980,KOLHAPUR,154443,393322,654754
5683,Manipur,1,1980,INNER MANIPUR,11946,369623,469331
5684,Manipur,2,1980,OUTER MANIPUR,22326,345801,439951
5685,Meghalaya,2,1980,TURA,69249,110760,225582
5686,Mizoram,1,1980,MIZORAM,20539,128321,230795
5687,Nagaland,1,1980,NAGALAND,5759,286179,460083
5688,Odisha,1,1980,MAYURBHANJ,71557,211618,592797
5689,Odisha,2,1980,BALASORE,139889,387626,673732
5690,Odisha,3,1980,BHADRAK,124035,372893,676438
5691,Odisha,4,1980,JAJPUR,84938,351702,672423
5692,Odisha,5,1980,KENDRAPARA,5743,412561,689449
5693,Odisha,6,1980,CUTTACK,123952,357238,704852
5694,Odisha,7,1980,JAGATSINGHPUR,59892,448894,730554
5695,Odisha,8,1980,PURI,121803,336986,688901
5696,Odisha,9,1980,BHUBANESWAR,132617,299266,684665
5697,Odisha,10,1980,ASKA,104317,328823,703763
5698,Odisha,11,1980,BERHAMPUR,114170,242061,661874
5699,Odisha,12,1980,KORAPUT,64318,150461,618269
5700,Odisha,13,1980,NOWRANGPUR,65364,157507,571047
5701,Odisha,14,1980,KALAHANDI,45627,249063,577063
5702,Odisha,15,1980,PHULBANI,79160,253504,679055
5703,Odisha,16,1980,BOLANGIR,79861,253979,621132
5704,Odisha,17,1980,SAMBALPUR,109233,320779,722224
5705,Odisha,18,1980,DEOGARH,119804,295510,680409
5706,Odisha,19,1980,DHENKANAL,131032,288781,645017
5707,Odisha,20,1980,SUNDARGARH,40951,251966,634386
5708,Odisha,21,1980,KEONJHAR,85048,183950,619778
5709,Puducherry,1,1980,PONDICHERRY,98564,247681,319237
5710,Punjab,1,1980,GURDASPUR,151739,427959,683185
5711,Punjab,2,1980,AMRITSAR,111684,492736,788498
5712,Punjab,3,1980,TARN TARAN,5247,435196,744666
5713,Punjab,4,1980,JULLUNDUR,72321,425443,725205
5714,Punjab,5,1980,PHILLAUR,67437,465761,776522
5715,Punjab,6,1980,HOSHIARPUR,125186,459680,732020
5716,Punjab,7,1980,ROPAR,43018,519805,764571
5717,Punjab,8,1980,PATIALA,78979,457147,736383
5718,Punjab,9,1980,LUDHIANA,65506,481475,828069
5719,Punjab,10,1980,SANGRUR,7615,480771,725096
5720,Punjab,11,1980,BHATINDA,17009,405055,708507
5721,Punjab,12,1980,FARIDKOT,20661,473269,772846
5722,Punjab,13,1980,FEROZEPUR,194214,449741,755567
5723,Rajasthan,1,1980,GANGANAGAR,85840,437004,739320
5724,Rajasthan,2,1980,BIKANER,61542,492671,881540
5725,Rajasthan,3,1980,CHURU,9890,420749,738304
5726,Rajasthan,4,1980,JHUNJHUNU,7892,429749,787647
5727,Rajasthan,5,1980,SIKAR,34132,445156,775033
5728,Rajasthan,6,1980,JAIPUR,4684,382031,731371
5729,Rajasthan,7,1980,DAUSA,8072,360484,710537
5730,Rajasthan,8,1980,ALWAR,19287,318289,665236
5731,Rajasthan,9,1980,BHARATPUR,12259,340182,648260
5732,Rajasthan,10,1980,BAYANA,31189,305547,674118
5733,Rajasthan,11,1980,SAWAI MADHOPUR,48131,347019,717760
5734,Rajasthan,12,1980,AJMER,43379,363916,657873
5735,Rajasthan,13,1980,TONK,31202,343494,680969
5736,Rajasthan,14,1980,KOTA,6220,344644,639359
5737,Rajasthan,15,1980,JHALAWAR,5605,346680,623876
5738,Rajasthan,16,1980,BANSWARA,88581,370947,638458
5739,Rajasthan,17,1980,SALUMBER,77051,312717,622115
5740,Rajasthan,18,1980,UDAIPUR,51897,429695,729573
5741,Rajasthan,19,1980,CHITTORGARH,34637,364824,694658
5742,Rajasthan,20,1980,BHILWARA,74349,344316,703496
5743,Rajasthan,21,1980,PALI,108116,370745,699645
5744,Rajasthan,22,1980,JALORE,146981,333953,740453
5745,Rajasthan,23,1980,BARMER,37977,413838,792635
5746,Rajasthan,24,1980,JODHPUR,52519,391838,729797
5747,Rajasthan,25,1980,NAGAUR,23215,464491,742815
5748,Sikkim,1,1980,SIKKIM,20118,51503,118224
5749,Tamil_Nadu,1,1980,MADRAS NORTH,99318,518531,739196
5750,Tamil_Nadu,2,1980,MADRAS CENTRAL,105049,487409,726953
5751,Tamil_Nadu,3,1980,MADRAS SOUTH,120362,544980,811849
5752,Tamil_Nadu,4,1980,SRIPERUMBUDUR,82777,441945,720766
5753,Tamil_Nadu,5,1980,CHENGALPATTU,110016,473014,673832
5754,Tamil_Nadu,6,1980,ARAKKONAM,117361,457858,701433
5755,Tamil_Nadu,7,1980,VELLORE,79546,421976,707512
5756,Tamil_Nadu,8,1980,TIRUPPATTUR,115361,436393,686891
5757,Tamil_Nadu,9,1980,VANDAVASI,127154,457876,714275
5758,Tamil_Nadu,10,1980,TINDIVANAM,156898,442840,717771
5759,Tamil_Nadu,11,1980,CUDDALORE,108651,442319,692583
5760,Tamil_Nadu,12,1980,CHIDAMBARAM,138725,475735,694357
5761,Tamil_Nadu,13,1980,DHARMAPURI,66871,377330,694088
5762,Tamil_Nadu,14,1980,KRISHNAGIRI,100511,353525,656215
5763,Tamil_Nadu,15,1980,RASIPURAM,59872,432588,734978
5764,Tamil_Nadu,16,1980,SALEM,26258,460108,691389
5765,Tamil_Nadu,17,1980,TIRUCHENGODE,21218,535881,889296
5766,Tamil_Nadu,18,1980,NILGIRIS,85743,478505,734760
5767,Tamil_Nadu,19,1980,GOBICHETTIPALAYAM,13875,422452,678003
5768,Tamil_Nadu,20,1980,COIMBATORE,56109,510166,785260
5769,Tamil_Nadu,21,1980,POLLACHI,15735,453721,705793
5770,Tamil_Nadu,22,1980,PALANI,59568,431997,762601
5771,Tamil_Nadu,23,1980,DINDIGUL,26746,472487,757333
5772,Tamil_Nadu,24,1980,MADURAI,69195,526182,788417
5773,Tamil_Nadu,25,1980,PERIYAKULAM,19882,497460,735391
5774,Tamil_Nadu,26,1980,KARUR,74134,506788,762973
5775,Tamil_Nadu,27,1980,TIRUCHIRAPPALLI,73599,512709,722379
5776,Tamil_Nadu,28,1980,PERAMBALUR,99172,480175,694116
5777,Tamil_Nadu,29,1980,MAYILADUTURAI,92005,509810,676693
5778,Tamil_Nadu,30,1980,NAGAPATTINAM,10674,546448,684297
5779,Tamil_Nadu,31,1980,THANJAVUR,44539,506949,660633
5780,Tamil_Nadu,32,1980,PUDUKKOTTAI,16099,589914,743763
5781,Tamil_Nadu,33,1980,SIVAGANGA,134561,504428,725576
5782,Tamil_Nadu,34,1980,RAMANATHAPURAM,84133,485422,736600
5783,Tamil_Nadu,35,1980,SIVAKASI,6612,509343,756211
5784,Tamil_Nadu,36,1980,TIRUNELVELI,59962,467531,702603
5785,Tamil_Nadu,37,1980,TENKASI,108316,436204,679386
5786,Tamil_Nadu,38,1980,TIRUCHENDUR,113819,439140,704399
5787,Tamil_Nadu,39,1980,NAGERCOIL,38408,364605,663322
5788,Tripura,1,1980,TRIPURA WEST,55345,423491,535288
5789,Tripura,2,1980,TRIPURA EAST,93906,407104,522218
5790,Uttar_Pradesh,1,1980,TEHRI GARHWAL,40763,234256,598600
5791,Uttar_Pradesh,2,1980,GARHWAL,125440,274330,603296
5792,Uttar_Pradesh,3,1980,ALMORA,58682,234350,611124
5793,Uttar_Pradesh,4,1980,NAINITAL,104422,322477,645203
5794,Uttar_Pradesh,5,1980,BIJNOR,46099,342871,678754
5795,Uttar_Pradesh,6,1980,AMROHA,42682,356675,658467
5796,Uttar_Pradesh,7,1980,MORADABAD,10467,304260,625105
5797,Uttar_Pradesh,8,1980,RAMPUR,70408,377824,700181
5798,Uttar_Pradesh,9,1980,SAMBHAL,15767,279137,626129
5799,Uttar_Pradesh,10,1980,BADAUN,9934,322851,658689
5800,Uttar_Pradesh,11,1980,AONLA,26134,258888,626850
5801,Uttar_Pradesh,12,1980,BAREILLY,1710,268950,614536
5802,Uttar_Pradesh,13,1980,PILIBHIT,45107,299131,674646
5803,Uttar_Pradesh,14,1980,SHAHJAHANPUR,6259,332831,685505
5804,Uttar_Pradesh,15,1980,KHERI,81306,273285,725285
5805,Uttar_Pradesh,16,1980,SHAHABAD,57496,311115,695196
5806,Uttar_Pradesh,17,1980,SITAPUR,45697,286861,655631
5807,Uttar_Pradesh,18,1980,MISRIKH,47673,238544,657555
5808,Uttar_Pradesh,19,1980,HARDOI,53157,247093,643392
5809,Uttar_Pradesh,20,1980,LUCKNOW,30382,258620,687282
5810,Uttar_Pradesh,21,1980,MOHANLALGANJ,43065,253771,654503
5811,Uttar_Pradesh,22,1980,UNNAO,34869,306388,677173
5812,Uttar_Pradesh,23,1980,RAE BARELI,173654,384249,699064
5813,Uttar_Pradesh,24,1980,PRATAPGARH,14185,292254,689724
5814,Uttar_Pradesh,25,1980,AMETHI,128545,327413,675683
5815,Uttar_Pradesh,26,1980,SULTANPUR,26081,291304,709769
5816,Uttar_Pradesh,27,1980,AKBARPUR,35303,365847,698622
5817,Uttar_Pradesh,28,1980,FAIZABAD,54416,300008,675957
5818,Uttar_Pradesh,29,1980,BARA BANKI,15641,304293,653671
5819,Uttar_Pradesh,30,1980,KAISERGANJ,33462,254114,680286
5820,Uttar_Pradesh,31,1980,BAHRAICH,49890,253354,709921
5821,Uttar_Pradesh,32,1980,BALRAMPUR,20986,300183,702801
5822,Uttar_Pradesh,33,1980,GONDA,72926,239422,698411
5823,Uttar_Pradesh,34,1980,BASTI,26890,260313,703177
5824,Uttar_Pradesh,35,1980,DOMARIAGANJ,65467,375637,719976
5825,Uttar_Pradesh,36,1980,KHALILABAD,19941,332303,721490
5826,Uttar_Pradesh,37,1980,BANSGAON,32061,306767,723581
5827,Uttar_Pradesh,38,1980,GORAKHPUR,16141,324910,654106
5828,Uttar_Pradesh,39,1980,MAHARAJGANJ,23536,345020,646075
5829,Uttar_Pradesh,40,1980,PADRAUNA,22976,337217,694522
5830,Uttar_Pradesh,41,1980,DEORIA,77,335111,739362
5831,Uttar_Pradesh,42,1980,SALEMPUR,15954,353791,760913
5832,Uttar_Pradesh,43,1980,BALLIA,23588,386497,750408
5833,Uttar_Pradesh,44,1980,GHOSI,6296,370967,707879
5834,Uttar_Pradesh,45,1980,AZAMGARH,65183,378516,707302
5835,Uttar_Pradesh,46,1980,LALGANJ,9383,371856,754104
5836,Uttar_Pradesh,47,1980,MACHHALISHAHR,11220,347852,707794
5837,Uttar_Pradesh,48,1980,JAUNPUR,2763,371935,715727
5838,Uttar_Pradesh,49,1980,SAIDPUR,13983,368924,745675
5839,Uttar_Pradesh,50,1980,GHAZIPUR,5291,375839,727709
5840,Uttar_Pradesh,51,1980,CHANDAULI,20858,374737,717834
5841,Uttar_Pradesh,52,1980,VARANASI,24735,349636,665915
5842,Uttar_Pradesh,53,1980,ROBERTSGANJ,16002,347526,729419
5843,Uttar_Pradesh,54,1980,MIRZAPUR,34523,363841,723350
5844,Uttar_Pradesh,55,1980,PHULPUR,38788,353024,679901
5845,Uttar_Pradesh,56,1980,ALLAHABAD,73025,334526,711146
5846,Uttar_Pradesh,57,1980,CHAIL,13717,223541,706177
5847,Uttar_Pradesh,58,1980,FATEHPUR,40146,305435,692245
5848,Uttar_Pradesh,59,1980,BANDA,45054,317724,650023
5849,Uttar_Pradesh,60,1980,HAMIRPUR,66209,325172,622309
5850,Uttar_Pradesh,61,1980,JHANSI,109754,384785,702912
5851,Uttar_Pradesh,62,1980,JALAUN,16434,381086,672659
5852,Uttar_Pradesh,63,1980,GHATAMPUR,43720,335393,685777
5853,Uttar_Pradesh,64,1980,BILHAUR,9190,364374,696895
5854,Uttar_Pradesh,65,1980,KANPUR,75181,358848,707230
5855,Uttar_Pradesh,66,1980,ETAWAH,56075,430597,662472
5856,Uttar_Pradesh,67,1980,KANNAUJ,39137,408002,688500
5857,Uttar_Pradesh,68,1980,FARRUKHABAD,6110,341869,724527
5858,Uttar_Pradesh,69,1980,MAINPURI,83216,349819,656808
5859,Uttar_Pradesh,70,1980,JALESAR,58480,363631,648874
5860,Uttar_Pradesh,71,1980,ETAH,8340,290270,622201
5861,Uttar_Pradesh,72,1980,FIROZABAD,22086,279390,678935
5862,Uttar_Pradesh,73,1980,AGRA,16415,338053,636935
5863,Uttar_Pradesh,74,1980,MATHURA,82663,340784,695247
5864,Uttar_Pradesh,75,1980,HATHRAS,34853,339446,691283
5865,Uttar_Pradesh,76,1980,ALIGARH,17978,333499,675998
5866,Uttar_Pradesh,77,1980,KHURJA,34269,335935,671586
5867,Uttar_Pradesh,78,1980,BULANDSHAHR,56660,405828,686246
5868,Uttar_Pradesh,79,1980,HAPUR,5402,409926,723435
5869,Uttar_Pradesh,80,1980,MEERUT,57217,424707,693627
5870,Uttar_Pradesh,81,1980,BAGHPAT,165121,495467,712650
5871,Uttar_Pradesh,82,1980,MUZAFFARNAGAR,50172,442555,655770
5872,Uttar_Pradesh,83,1980,KAIRANA,59481,415700,646644
5873,Uttar_Pradesh,84,1980,SAHARANPUR,43676,414680,685488
5874,Uttar_Pradesh,85,1980,HARDWAR,26444,408785,638169
5875,West_Bengal,1,1980,COOCH BEHAR,118146,511872,708442
5876,West_Bengal,2,1980,ALIPURDUARS,115457,405811,660771
5877,West_Bengal,3,1980,JALPAIGURI,90396,431204,656038
5878,West_Bengal,4,1980,DARJEELING,18161,405752,740258
5879,West_Bengal,5,1980,RAIGANJ,1305,468799,693127
5880,West_Bengal,6,1980,BALURGHAT,80328,510506,689058
5881,West_Bengal,7,1980,MALDA,12759,491145,666219
5882,West_Bengal,8,1980,JANGIPUR,72826,490850,697228
5883,West_Bengal,9,1980,MURSHIDABAD,68755,579179,736299
5884,West_Bengal,10,1980,BERHAMPORE,92269,535119,778897
5885,West_Bengal,11,1980,KRISHNAGAR,66191,503118,647367
5886,West_Bengal,12,1980,NABADWIP,83465,550869,718449
5887,West_Bengal,13,1980,BARASAT,93920,561514,759050
5888,West_Bengal,14,1980,BASIRHAT,95854,539996,696796
5889,West_Bengal,15,1980,JOYNAGAR,48529,516262,695468
5890,West_Bengal,16,1980,MATHURAPUR,77842,509425,674577
5891,West_Bengal,17,1980,DIAMOND HARBOUR,145932,486677,700277
5892,West_Bengal,18,1980,JADAVPUR,146115,515243,796010
5893,West_Bengal,19,1980,BARRACKPORE,103925,470239,699806
5894,West_Bengal,20,1980,DUM DUM,165672,602917,902611
5895,West_Bengal,21,1980,CALCUTTA NORTH WEST,43833,314168,616287
5896,West_Bengal,22,1980,CALCUTTA NORTH EAST,27069,391964,727431
5897,West_Bengal,23,1980,CALCUTTA SOUTH,37009,463145,768155
5898,West_Bengal,24,1980,HOWRAH,58309,496865,776251
5899,West_Bengal,25,1980,ULUBERIA,139078,500842,738696
5900,West_Bengal,26,1980,SERAMPORE,106107,488854,774081
5901,West_Bengal,27,1980,HOOGHLY,78393,499353,701041
5902,West_Bengal,28,1980,ARAMBAGH,42991,536258,677907
5903,West_Bengal,29,1980,PANSKURA,98230,510536,617740
5904,West_Bengal,30,1980,TAMLUK,123051,540312,689405
5905,West_Bengal,31,1980,CONTAI,89774,471378,644267
5906,West_Bengal,32,1980,MIDNAPORE,124351,479477,668312
5907,West_Bengal,33,1980,JHARGRAM,98169,491245,663395
5908,West_Bengal,34,1980,PURULIA,104892,415210,697320
5909,West_Bengal,35,1980,BANKURA,43911,443017,720874
5910,West_Bengal,36,1980,VISHNUPUR,110200,513620,692722
5911,West_Bengal,37,1980,DURGAPUR,95187,498307,739456
5912,West_Bengal,38,1980,ASANSOL,9652,409476,763340
5913,West_Bengal,39,1980,BURDWAN,119727,544283,754743
5914,West_Bengal,40,1980,KATWA,121160,537056,713420
5915,West_Bengal,41,1980,BOLPUR,68629,481726,666936
5916,West_Bengal,42,1980,BIRBHUM,40663,431053,657619
5917,Bihar,13,1980,MADHUBANI,62226,496692,774006
5918,Karnataka,2,1980,GULBARGA,73680,241720,700751
5919,Tamil_Nadu,30,1980,NAGAPATTINAM,15941,563400,684297
5920,Tamil_Nadu,31,1980,THANJAVUR,92848,538725,660633
5921,Uttar_Pradesh,15,1980,KHERI,68173,191866,725285
5922,Uttar_Pradesh,23,1980,RAEBARELI,107290,266465,699064
5923,Andaman_&_Nicobar_Islands,1,1977,ANDAMAN & NICOBAR ISLANDS,10232,60568,85308
5924,Andhra_Pradesh,1,1977,SRIKAKULAM,8734,380951,585062
5925,Andhra_Pradesh,2,1977,PARVATHIPURAM,31744,317164,655999
5926,Andhra_Pradesh,3,1977,BOBBILI,51588,330592,635653
5927,Andhra_Pradesh,4,1977,VISAKHAPATNAM,42829,336577,626272
5928,Andhra_Pradesh,5,1977,BHADRACHALAM,95968,259060,598925
5929,Andhra_Pradesh,6,1977,ANAKAPALLI,35936,366879,708066
5930,Andhra_Pradesh,7,1977,KAKINADA,123268,434644,656501
5931,Andhra_Pradesh,8,1977,RAJAHMUNDRY,116759,478638,707836
5932,Andhra_Pradesh,9,1977,AMALAPURAM,135989,420509,639473
5933,Andhra_Pradesh,10,1977,NARASAPUR,114357,460973,670999
5934,Andhra_Pradesh,11,1977,ELURU,134033,456511,669778
5935,Andhra_Pradesh,12,1977,MACHILIPATNAM,76929,456788,642258
5936,Andhra_Pradesh,13,1977,VIJAYAWADA,120037,454169,646465
5937,Andhra_Pradesh,14,1977,TENALI,57737,439245,659608
5938,Andhra_Pradesh,15,1977,GUNTUR,85529,506590,790342
5939,Andhra_Pradesh,16,1977,BAPATLA,42946,470721,688651
5940,Andhra_Pradesh,17,1977,NARASARAOPET,88071,423627,750248
5941,Andhra_Pradesh,18,1977,ONGOLE,89325,450638,741462
5942,Andhra_Pradesh,19,1977,NELLORE,142780,411530,752778
5943,Andhra_Pradesh,20,1977,TIRUPATHI,40180,440608,696337
5944,Andhra_Pradesh,21,1977,CHITTOOR,10447,458705,699218
5945,Andhra_Pradesh,22,1977,RAJAMPET,54551,428443,666802
5946,Andhra_Pradesh,23,1977,CUDDAPAH,7562,475761,698750
5947,Andhra_Pradesh,24,1977,HINDUPUR,90033,389728,650347
5948,Andhra_Pradesh,25,1977,ANANTAPUR,42208,388350,640440
5949,Andhra_Pradesh,26,1977,KURNOOL,199356,357702,722409
5950,Andhra_Pradesh,27,1977,NANDYAL,35743,485325,675340
5951,Andhra_Pradesh,28,1977,NAGARKURNOOL,122763,354013,643692
5952,Andhra_Pradesh,29,1977,MAHABUBNAGAR,94489,343697,698700
5953,Andhra_Pradesh,30,1977,HYDERABAD,65068,339773,586201
5954,Andhra_Pradesh,31,1977,SECUNDERABAD,3847,329532,615045
5955,Andhra_Pradesh,32,1977,SIDDIPET,102870,361884,616118
5956,Andhra_Pradesh,33,1977,MEDAK,143510,357921,635388
5957,Andhra_Pradesh,34,1977,NIZAMABAD,159393,357028,568014
5958,Andhra_Pradesh,35,1977,ADILABAD,71166,291306,548091
5959,Andhra_Pradesh,36,1977,PEDDAPALLI,105077,319868,638114
5960,Andhra_Pradesh,37,1977,KARIMNAGAR,114048,357532,650519
5961,Andhra_Pradesh,38,1977,HANAMKONDA,77683,390384,615143
5962,Andhra_Pradesh,39,1977,WARANGAL,122622,383587,581239
5963,Andhra_Pradesh,40,1977,KHAMMAM,85989,406643,596499
5964,Andhra_Pradesh,41,1977,NALGONDA,107034,391382,631059
5965,Andhra_Pradesh,42,1977,MIRYALGUDA,49679,440145,667777
5966,Arunachal_Pradesh,1,1977,ARUNACHAL WEST,0,0,21887
5967,Arunachal_Pradesh,2,1977,ARUNACHAL EAST,7648,50690,93770
5968,Assam,1,1977,KARIMGANJ,30300,233396,535378
5969,Assam,2,1977,SILCHAR,28553,248723,471251
5970,Assam,3,1977,AUTONOMOUS DISTRICT,30728,94222,227812
5971,Assam,4,1977,DHUBRI,590,331267,503545
5972,Assam,5,1977,KOKRAJHAR,42903,330713,550061
5973,Assam,6,1977,BARPETA,48114,345550,558853
5974,Assam,7,1977,GAUHATI,36440,284205,553272
5975,Assam,8,1977,MANGALDOI,50002,290113,560297
5976,Assam,9,1977,TEZPUR,6148,252906,457513
5977,Assam,10,1977,NOWGONG,54219,308769,577927
5978,Assam,11,1977,KALIABOR,71157,288179,585312
5979,Assam,12,1977,JORHAT,28687,301198,585721
